age,birthdate,birthplace,category,hand,height,id,links,name,nationality,photo_url,points,ranking,short_name,side,updated_at,url
26,1999-09-04,,men,,,1899,,Asier Cabana Martin,ES,,39,602,Cabana,,2026-07-13T14:00:31+02:00,
21,2005-01-18,,men,,,2484,,Aston Deva Nix,GB,,9,1406,Deva,,2026-07-13T14:00:44+02:00,
44,1982-06-12,,men,,,878,,Austin Varghese,IN,,67,454,Varghese,,2026-07-13T14:00:27+02:00,
29,1997-04-09,,men,,,1850,,Axel Hein,DE,,19,934,Hein,,2026-07-13T14:00:38+02:00,
29,1996-10-20,General Pico,men,,,40,,Axel William Guevara,AR,,130,293,Guevara,drive,2026-07-13T14:00:24+02:00,
,,,men,,,2446,,Baltazar Cornaglia,AR,,10,1329,Cornaglia,,2026-07-13T14:00:44+02:00,
31,1995-02-19,Amsterdam,men,,179,358,,Bart Van Opstal,NL,,174,245,Van Opstal,drive,2026-07-13T14:00:23+02:00,
24,2002-03-18,,men,,,1395,,Bassel Guindi,EG,,12,1231,Guindi,,2026-07-13T14:00:42+02:00,
31,1995-05-10,Toulouse,men,,180,280,,Bastien Blanque,FR,,254,200,Blanque,backhand,2026-07-13T14:00:21+02:00,
20,2006-07-02,,men,,,2501,,Bautista Romero Lang,AR,,37,623,Romero,,2026-07-13T14:00:31+02:00,
29,1996-12-20,,men,,,2370,,Beihang Fu,CN,,37,623,Fu,,2026-07-13T14:00:31+02:00,
22,2003-09-17,Barcelona,men,,178,627,,Belar Vera Lopez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/belar-vera-lopez.webp,5,1880,Vera,drive,2026-07-15T16:03:30+02:00,
16,2009-09-10,,men,,,1757,,Benicio Lara Zezza,MX,,9,1406,Lara,,2026-07-13T14:00:44+02:00,
24,2001-09-10,,men,,,2477,,Benjamin Coeulle,GB,,7,1680,Coeulle,,2026-07-13T14:00:47+02:00,
33,1993-02-06,,men,,,1414,,Benjamin Dufour,FR,,23,845,Dufour,,2026-07-13T14:00:36+02:00,
37,1989-02-02,,men,left,,265,,Benjamin Tison,FR,,158,256,Tison,,2026-07-13T14:00:23+02:00,https://fantasypadeltour.com/rankings/63/benjamin-tison
36,1990-05-22,,men,,,2298,,Benjamin Tullou,FR,,8,1474,Tullou,,2026-07-13T14:00:46+02:00,
,,,men,,,2546,,Benoit Vachaudez,BE,,5,1880,Vachaudez,,2026-07-13T14:00:50+02:00,
17,2008-10-02,,men,,,854,,Ben Phillips,GB,,32,691,Phillips,,2026-07-13T14:00:33+02:00,
16,2009-12-18,,men,,,1453,,Bentahor Espino Mustafa,ES,,178,242,Espino,,2026-07-13T14:00:22+02:00,
30,1996-05-29,,men,,,2019,,Ben Zini,IL,,5,1880,Zini,,2026-07-13T14:00:51+02:00,
31,1994-12-05,,men,,,2165,,Bernardo Bastos,PT,,21,889,Bastos,,2026-07-13T14:00:37+02:00,
28,1998-03-17,,men,,,864,,Bernardo Roque,PT,,7,1680,Roque,,2026-07-13T14:00:47+02:00,
19,2006-11-22,,men,,,1232,,Bernardo Tavares,PT,,98,357,Tavares,,2026-07-13T14:00:25+02:00,
28,1998-05-04,,men,,,859,,Bernardo Terroso,PT,,2,2883,Terroso,,2026-07-13T14:00:56+02:00,
27,1998-08-15,,men,,,1673,,Berro Khodr Karim,LB,,8,1474,Khodr,,2026-07-13T14:00:45+02:00,
39,1986-08-21,,men,,,2478,,Bertie Jenner,GB,,1,3216,Jenner,,2026-07-13T14:00:56+02:00,
32,1994-02-20,,men,,,2328,,Bicheng Liao,CN,,0,3241,Liao,,2026-07-13T14:00:57+02:00,
30,1995-11-04,,men,,,1909,,Bilal Duprat,DZ,,43,562,Duprat,,2026-07-13T14:00:30+02:00,
,,,men,,,2535,,Bing Liu,CN,,,,Liu,,2026-07-11T08:05:03+02:00,
36,1990-05-28,,men,,,1497,,Blake Brookman,AU,,5,1880,Brookman,,2026-07-13T14:00:49+02:00,
22,2003-08-20,,men,,,1900,,Bohdan Levchuk,UA,,101,353,Levchuk,,2026-07-13T14:00:25+02:00,
29,1997-01-16,Beijing,men,,,786,,Bohou Zhang,CN,,198,226,Zhang,backhand,2026-07-13T14:00:22+02:00,
31,1995-03-29,,men,,,1683,,Bommanhin Felix Ange Romaric Boblei,ZZ,,11,1253,Felix,,2026-07-13T14:00:43+02:00,
28,1998-06-11,Douala,men,right,184,15,,Boris Castro Garcia,ES,,420,140,Castro,backhand,2026-07-13T14:00:20+02:00,https://fantasypadeltour.com/rankings/93/boris-castro-garcia
20,2006-01-18,,men,,,771,,Borja Sierra Del Val,MX,,8,1474,Sierra,,2026-07-13T14:00:46+02:00,
22,2004-07-02,Las Palmas,men,,179,1393,,Borja Trujillo Chang,ES,,283,184,Trujillo,backhand,2026-07-13T14:00:21+02:00,
46,1979-10-17,A Coruña,men,,184,614,,Borja Yribarren Abecia,ES,https://storage.googleapis.com/fantasypadeltour/player-api/borja-yribarren-abecia.webp,0,2731,Yribarren,drive,2026-06-26T04:01:22+02:00,
33,1992-12-13,,men,right,185,276,,Bram Coene,BE,,29,735,Coene,,2026-07-13T14:00:34+02:00,https://fantasypadeltour.com/rankings/139/bram-coene
31,1994-10-13,Almelo - Hol,men,,195,125,,Bram Meijer,NL,,73,426,Meijer,drive,2026-07-13T14:00:27+02:00,
,,,men,,,2565,,Brian Condren,IE,,,,Condren,,2026-07-15T21:15:10+02:00,
28,1997-07-21,,men,,,2109,,Bristan Bogdan-Alin,RO,,5,1880,Bogdan-Alin,,2026-07-13T14:00:50+02:00,
35,1991-01-04,,men,,,931,,Bruno Alfaro,AR,,5,1880,Alfaro,,2026-07-13T14:00:48+02:00,
16,2009-10-02,,men,,,2045,,Bruno Costa,PT,,22,862,Costa,,2026-07-13T14:00:37+02:00,
33,1993-03-14,,men,,,1920,,Bruno Ferreira Pedrosa,PT,,60,483,Ferreira,,2026-07-13T14:00:28+02:00,
42,1984-03-17,,men,,,1551,,Bruno Nakid,BR,,6,1738,Nakid,,2026-07-13T14:00:48+02:00,
27,1998-11-30,Jakarta,men,,180,1780,,Bryan Husin,GH,,27,765,Husin,backhand,2026-07-13T14:00:35+02:00,
37,1988-10-13,,men,,,1494,,Cale Hooker,AU,,6,1738,Hooker,,2026-07-13T14:00:47+02:00,
27,1999-04-24,,men,,,2473,,Callum Ward,GB,,8,1474,Ward,,2026-07-13T14:00:45+02:00,
24,2001-08-28,,men,,,873,,Cameron Dollimore,GB,,128,299,Dollimore,,2026-07-13T14:00:24+02:00,
31,1995-04-22,Las Palmas de Gran Canaria,men,,185,367,,Candido Jorge Alfaro,ES,,149,263,Alfaro,backhand,2026-07-13T14:00:23+02:00,
34,1991-11-27,,men,,,1772,,Carl Axel Ricardo Holmkvist Cabo,ES,,23,845,Axel,,2026-07-13T14:00:36+02:00,
23,2002-08-17,,men,,,1969,,Carlos Eugenio Barrera,ES,,15,1052,Eugenio,,2026-07-13T14:00:40+02:00,
18,2008-02-03,,men,,,1963,,Carlos Flores Peñate,ES,,19,934,Flores,,2026-07-13T14:00:38+02:00,
44,1982-03-03,,men,,,745,,Carlos Huerta,MX,,13,1148,Huerta,,2026-07-15T20:04:41+02:00,
36,1989-08-08,Riobamba,men,,180,345,,Carlos Luna,EC,,0,2731,Luna,drive,2026-07-07T00:03:36+02:00,
30,1996-02-29,Bocairent,men,right,185,206,,Carlos Marti,ES,https://storage.googleapis.com/fantasypadeltour/player-api/carlos-marti.webp,117,321,Marti,backhand,2026-07-13T14:00:24+02:00,https://fantasypadeltour.com/rankings/122/carlos-marti
23,2002-11-30,,men,,,2114,,Carlos Martínez Tomas,ES,,14,1100,Martínez,,2026-07-13T14:00:40+02:00,
28,1997-10-30,,men,,,843,,Carlos Miguel Ramoa,PT,,2,2883,Ramoa,,2026-07-13T14:00:55+02:00,
30,1996-06-27,Málaga,men,,191,299,,Carlos Perez Cabeza,ES,https://storage.googleapis.com/fantasypadeltour/player-api/carlos-perez-cabeza.webp,133,286,Perez,drive,2026-07-13T14:00:24+02:00,
40,1986-05-05,Santiago de Chile,men,,193,350,,Carlos Zarhi,CL,,0,2731,Zarhi,,2026-07-07T00:03:16+02:00,
23,2002-12-23,,men,,,1979,,Catalin Tropin,MD,,45,551,Tropin,,2026-07-13T14:00:30+02:00,
35,1990-07-20,,men,,,2266,,Cayan Chiodi Appel,BR,,15,1052,Chiodi,,2026-07-15T20:00:51+02:00,
31,1994-10-04,Málaga,men,,175,310,,Cayetano Rocafort Lores,ES,https://storage.googleapis.com/fantasypadeltour/player-api/cayetano-rocafort-lores.webp,8,1474,Rocafort,backhand,2026-07-13T14:00:46+02:00,
35,1991-01-24,,men,,,773,,Cenith Adrian Castillo Chavez,MX,,5,1880,Castillo,,2026-07-13T14:00:51+02:00,
41,1985-03-05,,men,,,2542,,Chan Marco Kwun Nam,HK,,16,1008,Marco,,2026-07-13T14:00:39+02:00,
27,1999-03-03,,men,,,2423,,Charles Gortzounian,FR,,5,1880,Gortzounian,,2026-07-13T14:00:49+02:00,
20,2005-11-06,,men,,,1868,,Charlie Götke,GB,,26,787,Götke,,2026-07-13T14:00:35+02:00,
,,,men,,,2398,,Chema Montes,ES,,,,Montes,,2026-07-09T16:01:29+02:00,
31,1995-01-18,,men,,,1248,,Chris Humphreys,US,,22,862,Humphreys,,2026-07-13T14:00:37+02:00,
35,1990-10-06,,men,,,2175,,Chris Salisbury,GB,,23,845,Salisbury,,2026-07-13T14:00:36+02:00,
25,2000-08-23,,men,,,1474,,Christian Didier Chin Zao Quan,MY,,105,343,Didier,,2026-07-13T14:00:25+02:00,
36,1989-08-25,Villajoyosa,men,,190,133,,Christian Fuster,ES,https://storage.googleapis.com/fantasypadeltour/player-api/christian-fuster.webp,334,169,Fuster,backhand,2026-07-13T14:00:21+02:00,
27,1998-08-26,Kingstom,men,,187,31,,Christian Medina Murphy,GB,https://storage.googleapis.com/fantasypadeltour/player-api/christian-medina-murphy.webp,315,174,Medina,backhand,2026-07-13T14:00:21+02:00,
37,1988-12-27,Puebla,men,,178,24,,Christian Orduña Guzman,MX,,13,1148,Orduña,,2026-07-13T14:00:41+02:00,
,,,men,,,2452,,Christian Ventura,IT,,,,Ventura,,2026-06-27T08:05:04+02:00,
37,1988-12-07,Skurup,men,,170,2222,,Christoffer Persson,SE,,9,1406,Persson,drive,2026-07-13T14:00:44+02:00,
41,1984-08-20,,men,,,2263,,Christos Doroclis Erics,GB,,25,800,Doroclis,,2026-07-15T20:00:31+02:00,
34,1991-10-01,,men,,,2316,,Chunhui Lin,CN,,3,2310,Lin,,2026-07-13T14:00:52+02:00,
24,2002-05-04,,men,,,2321,,Chunxiao Qu,CN,,13,1148,Qu,,2026-07-13T14:00:42+02:00,
29,1996-09-12,,men,,,1363,,Clement Filho,FR,,18,959,Filho,,2026-07-13T14:00:38+02:00,
30,1996-03-11,Uccle,men,right,180,122,,Clement Geens,BE,https://storage.googleapis.com/fantasypadeltour/player-api/clement-geens.webp,757,88,Geens,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/131/clement-geens
25,2000-08-11,,men,,,1732,,Clement Pelt,LU,,75,419,Pelt,,2026-07-13T14:00:27+02:00,
41,1984-10-25,,men,,,2270,,Colin Marshall,GB,,10,1329,Marshall,,2026-07-15T20:01:20+02:00,
33,1993-04-14,,men,,,2128,,Cosmin Constantin Bardan,RO,,31,709,Constantin,,2026-07-13T14:00:33+02:00,
35,1990-12-15,San Luis,men,right,170,247,,Cristian German Gutierrez,AR,https://storage.googleapis.com/fantasypadeltour/player-api/cristian-german-gutierrez.webp,213,220,Gutierrez,drive,2026-07-13T14:00:22+02:00,https://fantasypadeltour.com/rankings/77/cristian-german-gutierrez
35,1990-12-15,,men,,,1261,,Cristian Gutierrez,AR,,,,Gutierrez,,2026-07-07T08:00:07+02:00,
22,2003-09-17,Mar del Plata,men,,160,317,,Cristian Jensen Sirvent,IT,,0,2731,Jensen,backhand,2026-07-07T00:02:56+02:00,
28,1997-11-27,,men,,,2272,,Cristian Tabacari,MD,,14,1100,Tabacari,,2026-07-15T20:01:33+02:00,
32,1993-08-25,Sevilla,men,,180,733,,Cristobal Garcia Blanco,ES,https://storage.googleapis.com/fantasypadeltour/player-api/cristobal-garcia.webp,145,271,Garcia,backhand,2026-07-15T20:03:40+02:00,
29,1997-04-08,Ñuñoa,men,,175,56,,Cristobal Martinez,CL,,91,371,Martinez,drive,2026-07-13T14:00:26+02:00,
29,1997-07-08,Santiago de Chile,men,,180,30,,Cristobal Molina,CL,,45,551,Molina,backhand,2026-07-13T14:00:29+02:00,
,,,men,,,2401,,Cutu Pérez Millán,AR,,,,Pérez,,2026-07-09T16:01:45+02:00,
30,1996-04-17,,men,,,1361,,Cyril Durban,FR,,5,1880,Durban,,2026-07-13T14:00:51+02:00,
26,2000-04-24,,men,,,2110,,Dacian Mihai Todinca,ES,,5,1880,Mihai,,2026-07-13T14:00:49+02:00,
49,1977-01-02,Sydney,men,,175,1490,,Damien Hall,AU,,13,1148,Hall,drive,2026-07-13T14:00:41+02:00,
17,2008-08-16,,men,,,1322,,Damir Duisengazin,KZ,,8,1474,Duisengazin,,2026-07-13T14:00:46+02:00,
27,1999-03-30,,men,,,2123,,Dan Alexandru Tomescu,RO,,5,1880,Alexandru,,2026-07-13T14:00:50+02:00,
16,2009-07-19,,men,,,2036,,Dani Docampo Fuster,ES,,14,1100,Docampo,,2026-07-13T14:00:41+02:00,
17,2009-02-03,,men,,,934,,Daniel Aguero,EC,,10,1329,Aguero,,2026-07-13T14:00:44+02:00,
31,1995-03-19,,men,,,2448,,Daniel Anum Quartey,GH,,15,1052,Anum,,2026-07-13T14:00:40+02:00,
30,1996-05-06,Boras,men,,177,721,,Daniel Appelgren,SE,,260,198,Appelgren,drive,2026-07-15T20:03:19+02:00,
18,2008-04-22,,men,,,2460,,Daniel Beneyto Sanchez,ES,,80,408,Beneyto,,2026-07-13T14:00:26+02:00,
,,,men,,,2482,,Daniel Borbely,GB,,5,1880,Borbely,,2026-07-13T14:00:49+02:00,
35,1991-01-03,Alpedrete,men,,183,1911,,Daniel Bressel Ambrossi,ES,,20,912,Bressel,backhand,2026-07-13T14:00:38+02:00,
30,1995-10-18,,men,,,1466,,Daniele Catini,IT,,77,414,Catini,,2026-07-13T14:00:26+02:00,
36,1989-09-10,Vimercate,men,,187,188,,Daniele Cattaneo,IT,https://storage.googleapis.com/fantasypadeltour/player-api/daniele-cattaneo.webp,92,368,Cattaneo,backhand,2026-07-13T14:00:25+02:00,
19,2006-08-01,,men,,,2015,,Daniel Eliyahu,IL,,8,1474,Eliyahu,,2026-07-13T14:00:46+02:00,
34,1992-02-10,,men,,,765,,Daniel Elohim Fernandez Guerra,US,,8,1474,Elohim,,2026-07-13T14:00:45+02:00,
22,2004-07-01,,men,,187,1916,,Daniel Frias Lambea,ES,,15,1052,Frias,,2026-07-13T14:00:40+02:00,
24,2002-04-16,Palma de Mallorca,men,,184,381,,Daniel Luna Peinado,ES,,416,141,Luna,backhand,2026-07-13T14:00:20+02:00,
21,2005-02-03,,men,,,1410,,Daniel Maldonado Fornieles,ES,,87,382,Maldonado,,2026-07-13T14:00:26+02:00,
24,2002-01-24,Bilbao,men,,197,1626,,Daniel Martinez Otero,ES,,115,325,Martinez,,2026-07-13T14:00:24+02:00,
34,1992-05-26,,men,,,2533,,Daniel Nino,CO,,47,538,Nino,,2026-07-13T14:00:29+02:00,
30,1995-12-15,,men,,,2017,,Daniel Perdomo Marrero,ES,,6,1738,Perdomo,,2026-07-13T14:00:48+02:00,
32,1994-06-22,,men,,,1948,,Daniel Salinas Ordenes,CL,,71,430,Salinas,,2026-07-13T14:00:27+02:00,
22,2004-02-16,Madrid,men,right,180,198,,Daniel Santigosa,ES,,1051,61,Santigosa,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/125/daniel-santigosa
17,2009-05-27,,men,,,2032,,Daniel Sardina Serrano,ES,,33,681,Sardina,,2026-07-13T14:00:33+02:00,
30,1996-03-11,,men,,,1475,,Daniel Warren,US,,34,670,Warren,,2026-07-13T14:00:32+02:00,
29,1996-07-20,Helsingborg,men,right,190,235,,Daniel Windahl,SE,https://storage.googleapis.com/fantasypadeltour/player-api/daniel-windahl.webp,261,196,Windahl,backhand,2026-07-13T14:00:21+02:00,https://fantasypadeltour.com/rankings/64/daniel-windahl
53,1973-05-29,,men,,,2102,,Dante Gustavo Luchetti,IT,,5,1880,Gustavo,,2026-07-13T14:00:51+02:00,
35,1990-10-01,,men,,,1653,,Dany Ryan El Riz,SN,,21,889,Ryan,,2026-07-13T14:00:37+02:00,
25,2001-07-15,,men,,,770,,Darío Gabriel Agustin Vergara,AR,,10,1329,Vergara,,2026-07-13T14:00:44+02:00,
33,1992-08-29,,men,,,2302,,Dario Maturi,MC,,12,1231,Maturi,,2026-07-13T14:00:42+02:00,
32,1994-04-08,,men,,,1743,,Darryl Ferzle,CI,,8,1474,Ferzle,,2026-07-13T14:00:46+02:00,
19,2007-01-22,,men,,,963,,David Aguero,EC,,10,1329,Aguero,,2026-07-13T14:00:43+02:00,
19,2007-04-14,,men,,,1589,,David Esteban Esposito,ES,,90,375,Esteban,,2026-07-13T14:00:26+02:00,
25,2000-10-08,,men,,,836,,David Fernandes,PT,,30,719,Fernandes,,2026-07-13T14:00:34+02:00,
20,2006-02-06,Madrid,men,right,182,151,,David Gala,ES,https://storage.googleapis.com/fantasypadeltour/player-api/david-gala.webp,2084,31,Gala,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/121/david-gala
,,,men,,,2414,,David Gutiérrez,AR,,,,Gutiérrez,,2026-07-09T16:03:06+02:00,
30,1995-11-23,,men,,,882,,David Quiros Peiro,ES,,71,430,Quiros,,2026-07-13T14:00:27+02:00,
38,1987-12-30,,men,,,1239,,David Ribeiro,PT,,8,1474,Ribeiro,,2026-07-13T14:00:47+02:00,
29,1997-02-08,,men,,,2257,,David Villalta Aguilar,ES,,13,1148,Villalta,,2026-07-15T20:00:03+02:00,
30,1996-01-08,Córdoba,men,left,174,2,,Denis Tomas Perino,IT,https://storage.googleapis.com/fantasypadeltour/player-api/denis-tomas-perino.webp,1050,62,Perino,drive,2026-07-15T08:05:03+02:00,https://fantasypadeltour.com/rankings/61/denis-tomas-perino
44,1981-12-22,Bandung,men,,180,1767,,Deni Zuliansyah,GH,,17,983,Zuliansyah,backhand,2026-07-13T14:00:39+02:00,
35,1991-01-07,,men,,,734,,Dhari Alansari,KW,,35,649,Alansari,,2026-07-15T20:03:45+02:00,
31,1994-09-22,,men,,,2441,,Didier Tanous,FR,,8,1474,Tanous,,2026-07-13T14:00:45+02:00,
21,2005-01-18,,men,,,1749,,Diego Agustín Marcial,AR,,37,623,Marcial,,2026-07-13T14:00:31+02:00,
18,2007-09-02,Metepec,men,,163,34,,Diego Arredondo Garcia,MX,,349,163,Arredondo,drive,2026-07-13T14:00:21+02:00,
22,2004-04-15,Tenerife,men,,180,1210,,Diego Dorta Diaz,ES,,345,165,Dorta,drive,2026-07-13T14:00:21+02:00,
20,2006-01-13,,men,,,741,,Diego Garcia,MX,,7,1680,Garcia,,2026-07-15T20:04:16+02:00,
18,2007-10-11,,men,,,2081,,Diego Garcia Brito,ES,,47,538,Garcia,,2026-07-13T14:00:29+02:00,
20,2006-04-02,La Linea de la Concepción,men,right,190,149,,Diego Garcia Garcia,ES,https://storage.googleapis.com/fantasypadeltour/player-api/diego-garcia-garcia.webp,798,85,Garcia,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/153/diego-garcia-garcia
21,2005-03-26,,men,,,743,,Diego Garcia Villalobos Blanco,MX,,13,1148,Garcia,,2026-07-15T20:04:29+02:00,
28,1998-03-27,Las Palmas,men,right,187,251,,Diego Gil,ES,https://storage.googleapis.com/fantasypadeltour/player-api/diego-gil.webp,217,216,Gil,drive,2026-07-13T14:00:22+02:00,https://fantasypadeltour.com/rankings/85/diego-gil
25,2001-07-02,,men,,,275,,Diego Gonzalez Almedo,VE,,20,912,Gonzalez,,2026-07-13T14:00:38+02:00,
28,1997-10-22,,men,,,2534,,Diego Nino,CO,,36,632,Nino,,2026-07-13T14:00:32+02:00,
23,2002-09-18,Murcia,men,,176,324,,Diego Pascual Simon Tomas,ES,,15,1052,Pascual,backhand,2026-07-13T14:00:40+02:00,
26,2000-04-29,,men,,,2030,,Diego Torres Torres,ES,,17,983,Torres,,2026-07-13T14:00:39+02:00,
22,2003-11-17,,men,,,2124,,Dinu Serbanescu,RO,,16,1008,Serbanescu,,2026-07-13T14:00:39+02:00,
22,2003-10-25,,men,,,827,,Diogo Alves,PT,,30,719,Alves,,2026-07-13T14:00:34+02:00,
27,1998-09-28,Lisbon,men,,175,192,,Diogo Jesus,PT,,228,211,Jesus,drive,2026-07-13T14:00:22+02:00,
22,2003-09-06,,men,,,829,,Diogo Moreira,PT,,53,507,Moreira,,2026-07-13T14:00:29+02:00,
20,2006-04-21,,men,,,856,,Diogo Veiga Pereira,PT,,28,750,Veiga,,2026-07-13T14:00:35+02:00,
37,1989-01-24,,men,,,2532,,Diye Kang,CN,,0,3241,Kang,,2026-07-13T14:01:01+02:00,
28,1998-03-01,,men,,,1425,,Djonatan Rechembak,BR,,5,1880,Rechembak,,2026-07-13T14:00:49+02:00,
27,1999-02-10,,men,,,1281,,Dmitry Myagkov,RU,,24,824,Myagkov,,2026-07-13T14:00:36+02:00,
20,2006-03-14,,men,,,2126,,Dobra Patric Andrei,RO,,8,1474,Patric,,2026-07-13T14:00:45+02:00,
29,1997-04-10,,men,,,1484,,Dominic Bechard,AU,,16,1008,Bechard,,2026-07-13T14:00:39+02:00,
24,2002-03-02,Helsingborg,men,,188,190,,Douglas Rutgersson,SE,,308,180,Rutgersson,drive,2026-07-13T14:00:21+02:00,
,,,men,,,2538,,Duarte Nuno Faria Rocha,PT,,0,3241,Nuno,,2026-07-13T14:00:57+02:00,
25,2000-12-11,El Trebol Santa fe,men,,187,278,,Dylan Demian Cuello,AR,,251,202,Cuello,backhand,2026-07-13T14:00:21+02:00,
26,2000-06-05,Rennes,men,left,190,281,,Dylan Guichard,FR,,699,97,Guichard,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/167/dylan-guichard
16,2009-09-24,,men,,,2219,,Eddi Svensson,SE,,9,1406,Svensson,,2026-07-13T14:00:45+02:00,
21,2004-11-06,Monterrey,men,,178,673,,Edgar Espinosa Angelino,MX,,9,1406,Espinosa,backhand,2026-07-13T14:00:44+02:00,
24,2001-12-10,,men,,,2101,,Edoardo Lecchi,IT,,54,502,Lecchi,,2026-07-13T14:00:28+02:00,
18,2008-01-30,,men,,,1844,,Edoardo Riso,IT,,21,889,Riso,,2026-07-13T14:00:37+02:00,
29,1997-05-23,,men,,,1461,,Edoardo Sardella,IT,,5,1880,Sardella,,2026-07-13T14:00:50+02:00,
20,2005-08-01,,men,,,2297,,Edoardo Vittorio Galbusera,IT,,16,1008,Vittorio,,2026-07-13T14:00:39+02:00,
25,2001-01-08,Valencia,men,right,180,101,,Edu Alonso,ES,https://storage.googleapis.com/fantasypadeltour/player-api/edu-alonso.webp,3152,18,Alonso,drive,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/38/edu-alonso
30,1996-02-09,,men,,,272,,Eduardo Andres Lopez Figuera,VE,,0,2731,Lopez,,2026-07-07T00:04:22+02:00,
23,2003-03-10,,men,,,1644,,Ehouman Ange Imran,ZZ,,24,824,Ange,,2026-07-13T14:00:36+02:00,
26,1999-09-06,,men,,,2012,,Eleftherios Neos,CY,,6,1738,Neos,,2026-07-13T14:00:48+02:00,
29,1996-07-19,,men,,,1977,,Eleftherios Theodorou,GR,,34,670,Theodorou,,2026-07-13T14:00:32+02:00,
33,1993-03-24,Córdoba,men,,172,943,,Elias Nasif,AR,,20,912,Nasif,,2026-07-13T14:00:38+02:00,
,,,men,,,2564,,Elliott Dunn,GB,,,,Dunn,,2026-07-15T21:15:10+02:00,
31,1994-09-20,Loberia,men,,186,134,,Emiliano Martin Iriart,IT,https://storage.googleapis.com/fantasypadeltour/player-api/emiliano-martin-iriart.webp,48,528,Iriart,backhand,2026-07-13T14:00:29+02:00,
22,2004-06-23,Querétaro,men,,167,672,,Emilio Canela Melgar,MX,,0,2731,Canela,drive,2026-06-26T04:03:29+02:00,
27,1998-10-19,,men,,,1561,,Emilio Juan De Dios Benitez Arrien,AR,,30,719,Juan,,2026-07-13T14:00:34+02:00,
23,2003-03-27,Madrid,men,right,185,202,,Emilio Sanchez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/emilio-sanchez.webp,749,90,Sanchez,backhand,2026-07-13T14:00:19+02:00,https://fantasypadeltour.com/rankings/94/emilio-sanchez
21,2005-07-05,,men,,,2189,,Emil Lilleøre madsen,DK,,42,568,Lilleøre madsen,,2026-07-13T14:00:30+02:00,
20,2006-04-20,,men,,,44,,Emmanuel Riesgo Méndez,ES,,15,1052,Riesgo,,2026-07-13T14:00:40+02:00,
21,2005-01-23,Vitoria Gasteiz,men,,180,1970,,Eneko Arija Ochoa De Alda,ES,,139,279,Arija,drive,2026-07-13T14:00:23+02:00,
44,1982-06-11,,men,,,458,,Enric Sanmarti Beleta,ES,,22,862,Sanmarti,,2026-07-13T14:00:37+02:00,
24,2002-01-22,Palma de Mallorca,men,right,180,163,,Enrique Goenaga,ES,https://storage.googleapis.com/fantasypadeltour/player-api/enrique-goenaga.webp,1095,57,Goenaga,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/83/enrique-goenaga
27,1999-06-20,,men,,,1293,,Enzo Chua,ZZ,,82,403,Chua,,2026-07-13T14:00:26+02:00,
31,1995-03-01,,men,,,2306,,Enzo Couacaud,FR,,11,1253,Couacaud,,2026-07-13T14:00:43+02:00,
20,2006-05-17,Madrid,men,left,174,16,,Enzo Jensen,IT,https://storage.googleapis.com/fantasypadeltour/player-api/enzo-jensen.webp,1240,48,Jensen,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/155/enzo-jensen
19,2007-03-29,,men,,,1429,,Enzo Silva,BR,,10,1329,Silva,,2026-07-13T14:00:43+02:00,
19,2007-03-12,Bisceglie,men,,178,2070,,Enzo Vista,IT,,45,551,Vista,drive,2026-07-13T14:00:29+02:00,
33,1992-11-04,,men,,,760,,Erick Eduardo Martínez Torres,MX,,15,1052,Martínez,,2026-07-13T14:00:40+02:00,
18,2007-11-27,,men,,,2418,,Eric Romano,ES,,5,1880,Romano,,2026-07-13T14:00:51+02:00,
45,1980-10-22,,men,,,1795,,Erwan Wiyono,GH,,24,824,Wiyono,,2026-07-13T14:00:36+02:00,
23,2003-01-17,,men,,,1488,,Eskar Revilla,ID,,21,889,Revilla,,2026-07-13T14:00:37+02:00,
22,2004-05-28,,men,,,1777,,Ethan Bardo,GB,,80,408,Bardo,,2026-07-13T14:00:26+02:00,
30,1996-06-06,,men,,,1754,,Ezequiel Juan Alejandro Ojeda,AR,,6,1738,Juan,,2026-07-13T14:00:47+02:00,
21,2004-10-19,,men,,,1437,,Fabian Oviedo Berazategui,AR,,118,316,Oviedo,,2026-07-13T14:00:24+02:00,
17,2008-11-08,,men,,,1237,,Fabio Da Costa Araujo,PT,,55,498,Da Costa Araujo,,2026-07-13T14:00:28+02:00,
32,1993-10-05,,men,,,1238,,Fabio Ribeiro,PT,,8,1474,Ribeiro,,2026-07-13T14:00:46+02:00,
37,1989-02-24,,men,,,1666,,Fabrice Lageat,FR,,12,1231,Lageat,,2026-07-13T14:00:42+02:00,
24,2001-07-20,Neuquén,men,,168,1550,,Fabricio Ivan Peiron,AR,,118,316,Ivan,,2026-07-13T14:00:24+02:00,
